Release Date,Movie Title,Production Budget,Domestic Gross,Worldwide Gross
2/19/2002,Reign of Fire,60000000,43061982,82150183
11/20/2009,Planet 51,60000000,42194060,108996113
3/20/2009,Duplicity,60000000,40572825,81079566
9/12/2008,Righteous Kill,60000000,40081410,78481410
12/11/2009,Invictus,60000000,37491364,124514011
4/17/2009,State of Play,60000000,37017955,88832210
2/12/1999,My Favorite Martian,60000000,36850101,36850101
4/21/2006,The Sentinel,60000000,36280697,78080697
9/21/2012,Trouble with the Curve,60000000,35763137,47818913
10/10/2003,Intolerable Cruelty,60000000,35327628,121327628
1/10/1997,The Relic,60000000,33956608,33956608
4/3/1998,Mercury Rising,60000000,32983332,32983332
9/15/2000,Almost Famous,60000000,32522352,47371191
2/7/2019,Cold Pursuit,60000000,32138862,62599159
12/6/2002,Analyze That,60000000,32122249,54994757
4/24/2009,The Soloist,60000000,31853584,38522450
8/21/2013,The Mortal Instruments: City of Bones,60000000,31165421,75965567
11/3/2000,The Legend of Bagger Vance,60000000,30695227,39235486
2/22/2002,Dragonfly,60000000,30063805,30317425
5/13/2011,Priest,60000000,29136626,84154026
6/16/2006,Garfield: A Tail of Two Kitties,60000000,28426747,147985373
4/29/2005,XXX: State of the Union,60000000,26873932,71073932
8/15/1997,Event Horizon,60000000,26673242,26673953
7/2/2003,Sinbad: Legend of the Seven Seas,60000000,26483452,80767884
7/8/2005,Dark Water,60000000,25473093,49473093
8/14/1998,The Avengers,60000000,23385416,48585416
9/15/2006,The Black Dahlia,60000000,22672813,49238525
3/26/1999,EDtv,60000000,22508689,35319689
12/25/2008,The Spirit,60000000,19806188,39006188
10/19/2001,The Last Castle,60000000,18208078,20541668
1/23/2009,Inkheart,60000000,17303424,66655938
2/18/2020,Monster Hunter,60000000,15104790,44400541
1/14/2000,Supernova,60000000,14218868,14816494
9/22/2006,Flyboys,60000000,13090630,14816379
2/14/2014,Winter’s Tale,60000000,12600231,29575033
10/9/1998,Holy Man,60000000,12069719,12069719
7/11/2008,Meet Dave,60000000,11803254,50648806
8/12/2005,The Great Raid,60000000,10166502,10597070
7/2/2016,Rock Dog,60000000,9420546,24148488
1/21/2015,Mortdecai,60000000,7696134,30396134
1/11/2008,In the Name of the King: A Dungeon Siege Tale,60000000,4775656,13233220
10/24/2003,Beyond Borders,60000000,4426297,11427090
2/4/2016,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,709982,194058503
8/30/2019,The Informer,60000000,300460,2369336
12/11/2015,The Ridiculous 6,60000000,0,0
3/15/2018,Sherlock Gnomes,59000000,43242871,87527651
1/18/2019,The Kid Who Would Be King,59000000,16790790,28296983
2/9/2016,Deadpool,58000000,363070709,784157111
12/25/2014,American Sniper,58000000,350126372,547326372
10/14/2015,Goosebumps,58000000,80069458,158911568
5/25/1988,Rambo III,58000000,53715611,188715611
12/15/1995,Sabrina,58000000,53458319,87100000
1/20/2012,Red Tails,58000000,49876377,50365498
9/16/2005,Just Like Heaven,58000000,48318130,100687083
6/7/2013,The Internship,58000000,44672764,93672764
4/28/2000,The Flintstones in Viva Rock Vegas,58000000,35231365,59431365
4/4/2008,Leatherheads,58000000,31373938,41348628
3/22/2017,Life,58000000,30234022,101815660
12/18/2009,Did You Hear About the Morgans?,58000000,29580087,80480566
12/12/2008,Che Part 1: The Argentine,58000000,1802521,31627370
5/30/2008,Sex and the City,57500000,152647258,415247258
9/10/2010,Resident Evil: Afterlife,57500000,60128566,295874190
6/13/2012,That’s My Boy,57500000,36931089,58879681
10/17/1997,Devil’s Advocate,57000000,61007424,153007424
2/17/2012,Ghost Rider: Spirit of Vengeance,57000000,51774002,149217355
5/31/1996,Dragonheart,57000000,51364680,104364680
11/12/2004,After the Sunset,57000000,28328132,38329114
8/17/2001,Captain Corelli's Mandolin,57000000,25528495,62097495
12/25/2014,Into the Woods,56200000,128002372,212550576
4/11/2003,Anger Management,56000000,135560942,195484552
3/4/2005,The Pacifier,56000000,113006880,198006880
4/2/2004,Walking Tall,56000000,46213824,47856383
7/12/2015,Zhuo yao ji,56000000,32766,359295591
10/2/2019,Joker,55000000,335451311,1072507517
7/6/1994,Forrest Gump,55000000,330151138,679838260
12/14/2007,Alvin and the Chipmunks,55000000,217326974,362605033
10/26/2018,Bohemian Rhapsody,55000000,216303339,887040610
2/11/2005,Hitch,55000000,177784257,366784257
10/6/2000,Meet the Parents,55000000,166225040,330425040
12/15/2006,The Pursuit of Happyness,55000000,162586036,307311093
6/10/1995,Pocahontas,55000000,141579773,347100000
12/15/1978,Superman,55000000,134218018,300200000
6/28/1996,The Nutty Professor,55000000,128814019,273814019
2/8/2017,Fifty Shades Darker,55000000,114434010,381367046
10/11/2013,Captain Phillips,55000000,107136417,220648184
7/16/1997,George Of The Jungle,55000000,105263257,174463257
8/1/2003,American Wedding,55000000,104354205,232354205
11/3/2017,Murder on the Orient Express,55000000,102826543,351767147
9/26/2014,The Equalizer,55000000,101530738,192903624
2/7/2018,Fifty Shades Freed,55000000,100407760,371985018
5/26/1995,Casper,55000000,100328194,282300000
4/9/2010,Date Night,55000000,98711404,152269033
12/13/2002,Maid in Manhattan,55000000,93932896,163838217
5/12/1995,Crimson Tide,55000000,91387195,159387195
9/23/2005,Flightplan,55000000,89706988,214392904
12/9/1994,Disclosure,55000000,83015089,212200000
4/10/1998,City of Angels,55000000,78750909,198750909
11/28/2014,Paddington,55000000,76223578,252410984
4/28/2006,R.V.,55000000,71724497,87473024
10/28/1994,Stargate,55000000,71565669,196565669
10/10/2003,Kill Bill: Volume 1,55000000,70098138,176469428
6/17/2011,Mr. Poppers's Penguins,55000000,68224452,189624452
8/13/1999,Bowfinger,55000000,66458769,98699769
4/16/2004,Kill Bill: Volume 2,55000000,66207920,153535982
12/22/1989,Tango & Cash,55000000,63408614,63408614
7/31/1992,Death Becomes Her,55000000,58422650,149022650
5/26/2000,Shanghai Noon,55000000,56932305,71189835
3/15/1996,Executive Decision,55000000,56679192,122079192
10/31/2013,Free Birds,55000000,55750480,110387072
5/22/1992,Alien 3,55000000,54927174,158500000
4/18/2008,The Forbidden Kingdom,55000000,52075270,129075270
12/8/2004,The Phantom of the Opera,55000000,51225796,153770052
3/21/2014,Muppets Most Wanted,55000000,51178893,79312301
12/20/1996,Evita,55000000,50047179,151947179
8/18/2016,Kubo and the Two Strings,55000000,48023088,77548122
4/8/2021,Mortal Kombat,55000000,42201013,83383351
9/25/1998,Ronin,55000000,41610884,70692101
11/24/2010,Burlesque,55000000,39440655,90552675
10/11/1996,The Ghost and the Darkness,55000000,38564422,38564422
10/24/2008,Changeling,55000000,35739802,113805580
7/27/2012,The Watch,55000000,34353000,67130045
3/14/2003,The Hunted,55000000,34234008,47213095
6/4/1999,Instinct,55000000,34105207,34105207
12/12/2003,Stuck On You,55000000,33832741,63537164
2/29/2008,Semi-Pro,55000000,33479698,43980363
2/23/2018,Annihilation,55000000,32732301,43070915
10/14/2015,Crimson Peak,55000000,31090320,74966854
3/28/2012,The Pirates! Band of Misfits,55000000,31051126,136143605
6/10/2021,In the Heights,55000000,29879041,43583702
12/2/2005,Aeon Flux,55000000,25857987,53913573
8/2/1996,Chain Reaction,55000000,21226204,60209334
8/16/1996,The Fan,55000000,18582965,18582965
10/12/2007,Elizabeth: The Golden Age,55000000,16285240,74870866
6/12/2009,Imagine That,55000000,16222392,22438144
2/21/2003,Gods and Generals,55000000,12882934,12923936
1/10/1997,Turbulence,55000000,11532774,11532774
1/31/2013,Bullet to the Head,55000000,9489829,22597969
9/22/2006,All the King's Men,55000000,7221458,9521458
7/30/2004,Thunderbirds,55000000,6768055,28231444
11/26/2004,Un long dimanche de fiançailles,55000000,6167817,69722444
5/4/2007,Lucky You,55000000,5755286,6521829
7/22/1998,Lolita,55000000,1147784,1147784
9/20/2002,Eye See You,55000000,79161,1807990
6/19/1981,Superman II,54000000,108185706,190400000
3/22/2002,Blade 2,54000000,81676888,154338601
7/14/2006,You Me and Dupree,54000000,75802010,130402010
12/19/2008,Seven Pounds,54000000,69951824,166617328
12/25/1990,The Godfather: Part III,54000000,66666062,66772386
10/14/2005,Elizabethtown,54000000,26850426,50719373
8/1/2003,Gigli,54000000,6087542,7126002
6/16/2000,Shaft,53012938,70327868,107190108
8/5/2005,The Dukes of Hazzard,53000000,80270227,109848461
10/16/2009,Law Abiding Citizen,53000000,73357727,131159781
9/17/2015,Black Mass,53000000,62575678,98837872
11/14/1997,Anastasia,53000000,58403409,139801096
5/18/2001,Moulin Rouge,53000000,57386369,179199536
11/2/2001,Domestic Disturbance,53000000,45207112,54207112
10/20/2006,Flags of Our Fathers,53000000,33602376,63657941
4/6/2007,Grindhouse,53000000,25031037,50187789
10/16/1998,Beloved,53000000,22852487,22852487
12/19/2012,Zero Dark Thirty,52500000,95720716,134612435
12/25/2002,Catch Me if You Can,52000000,164606800,355612291
7/2/2008,Mamma Mia!,52000000,144130063,602891655
6/2/2006,The Break-Up,52000000,118703275,205727307
2/12/2010,Valentine's Day,52000000,110485654,217569328
11/22/1995,Casino,52000000,42438300,110400000
8/5/2011,The Change-Up,52000000,37243418,75997067
12/23/1998,The Thin Red Line,52000000,36400491,97709034
12/22/1999,Man on the Moon,52000000,34580635,47407635
2/5/2010,From Paris With Love,52000000,24077427,53139168
4/16/2003,Bulletproof Monk,52000000,23010607,26922492
6/23/2000,Me Myself & Irene,51000000,90570999,149270999
8/4/2006,Barnyard: The Original Party Animals,51000000,72779000,118583844
8/15/2018,Alpha,51000000,35851379,99624873
11/22/2006,Deck the Halls,51000000,35093569,46815807
7/10/2020,Greyhound,50300000,0,0
3/4/2011,The Adjustment Bureau,50200000,62495645,126931325
11/19/2009,The Twilight Saga: New Moon,50000000,296623634,687557727
5/18/2001,Shrek,50000000,267655011,491812794
6/29/2012,Ted,50000000,218665740,556016627
6/5/2014,22 Jump Street,50000000,191719337,331333876
6/14/1991,Robin Hood: Prince of Thieves,50000000,165493908,390500000
12/13/1996,Jerry Maguire,50000000,153952592,273552592
12/25/2015,Daddy’s Home,50000000,150357137,241504989
12/24/1997,As Good as it Gets,50000000,148478011,314111923
12/25/1998,Patch Adams,50000000,135014968,202173000
6/16/2016,Central Intelligence,50000000,127440871,217194805
12/18/2013,Anchorman 2: The Legend Continues,50000000,127413176,172246223
6/10/2011,Super 8,50000000,127004179,257972745
6/28/2002,Mr. Deeds,50000000,126293452,171269535
3/17/2000,Erin Brockovich,50000000,125548685,257805243
11/21/2018,Creed II,50000000,115715889,213591522
2/8/2018,Peter Rabbit,50000000,115234093,346727372
2/7/2003,How to Lose a Guy in 10 Days,50000000,105807520,178503788
11/11/1994,Interview with the Vampire,50000000,105264608,223564608
12/14/2018,The Mule,50000000,103804407,173453994
12/19/2008,Yes Man,50000000,97690976,225990976
2/28/2014,Non-Stop,50000000,91742160,222383055
12/25/1998,Stepmom,50000000,91137662,159745279
8/9/2013,Disney Planes,50000000,90282580,238059569
3/10/2006,Failure to Launch,50000000,88715192,128402901
3/24/2006,Inside Man,50000000,88634237,185798265
7/26/2017,The Emoji Movie,50000000,86089513,216564840
7/29/2011,Crazy Stupid Love,50000000,84351197,147142328
12/22/2017,The Post,50000000,81903458,179769457
2/5/1999,Payback,50000000,81526121,161626121
6/9/1995,Congo,50000000,81022333,152022333
3/20/2009,Knowing,50000000,79957634,186450317
3/18/2005,The Ring Two,50000000,75941727,161941727
12/23/2011,We Bought a Zoo,50000000,75624550,118729073
9/23/2011,Moneyball,50000000,75605492,111300835
6/11/2004,Garfield: The Movie,50000000,75367693,208094550
11/24/2004,Christmas with the Kranks,50000000,73701902,96469187
3/17/2006,V for Vendetta,50000000,70511035,130214162
3/10/1995,Outbreak,50000000,67823573,190023573
3/13/2009,Race to Witch Mountain,50000000,67172595,105103784
9/24/2004,The Forgotten,50000000,66711892,117211892
6/22/2005,Herbie: Fully Loaded,50000000,66010682,144110682
2/7/2003,Shanghai Knights,50000000,60470220,88316835
7/17/2014,Planes: Fire and Rescue,50000000,59157732,156399644
2/10/2006,Curious George,50000000,58640119,71052604
4/4/2012,American Reunion,50000000,56758835,236799211
1/25/2013,Hansel & Gretel: Witch Hunters,50000000,55703475,214949716
2/18/2011,I am Number Four,50000000,55100437,146195159
9/28/2001,Don’t Say a Word,50000000,54997476,104488383
1/15/2016,13 Hours: The Secret Soldiers of Benghazi,50000000,52853219,69411370
5/8/2002,Unfaithful,50000000,52752475,119114494
8/23/2017,American Made,50000000,51342000,135569212
11/23/2005,Syriana,50000000,50824620,92690959
9/10/2004,Resident Evil: Apocalypse,50000000,50740078,125168734
10/17/2014,The Book of Life,50000000,50151543,97651543
2/14/1997,Absolute Power,50000000,50068310,50068310
2/10/2006,Firewall,50000000,48751189,82751189
9/12/1997,The Game,50000000,48265581,80369970
8/22/1997,G.I. Jane,50000000,48169156,48169156
8/8/2014,Into the Storm,50000000,47602194,150429371
10/10/2014,The Judge,50000000,47119388,76073556
4/21/2006,Silent Hill,50000000,46982632,94704227
2/12/2021,Tom and Jerry,50000000,46041123,132055573
9/19/2019,Rambo: Last Blood,50000000,44819352,91419352
8/11/2000,The Replacements,50000000,44737059,50054511
7/29/1998,The Negotiator,50000000,44705766,49105766
8/19/2016,War Dogs,50000000,43034523,86234503
5/25/1994,Beverly Hills Cop III,50000000,42586861,119180938
6/15/1990,Gremlins 2: The New Batch,50000000,41476097,41476097
9/26/1997,The Peacemaker,50000000,41263140,62967368
10/3/2003,Out of Time,50000000,41083108,55489826
11/12/2004,Bridget Jones: The Edge Of Reason,50000000,40203020,263894551
2/11/2000,The Beach,50000000,39778599,39778599
6/10/2005,The Adventures of Sharkboy and Lavagirl in 3-D,50000000,39177684,69425966
2/18/1994,On Deadly Ground,50000000,38590458,38590458
11/25/2009,Ninja Assassin,50000000,38122883,62209892
5/28/2004,Raising Helen,50000000,37485528,49842431
5/19/2016,The Nice Guys,50000000,36261763,59596747
9/17/1999,For Love of the Game,50000000,35188640,46112640
12/11/1998,Jack Frost,50000000,34645374,34645374
6/4/2010,Marmaduke,50000000,33644788,89895930
6/28/1996,Striptease,50000000,33109743,113309743
10/15/2010,Hereafter,50000000,32746941,108660270
4/19/2002,Murder by Numbers,50000000,31874869,56643267
10/6/1995,Assassins,50000000,30306268,83306268
12/22/2017,Hostiles,50000000,29819114,36976336
2/5/2016,Zoolander 2,50000000,28848693,55348693
1/16/2009,Defiance,50000000,28644813,52987754
2/9/2007,Hannibal Rising,50000000,27669725,80583311
10/15/1999,The Story of Us,50000000,27100030,27100030
3/22/2013,The Host,50000000,26623701,64477051
3/28/2003,Basic,50000000,26599248,42598498
3/11/2015,Run All Night,50000000,26461644,71561644
8/9/2002,Blood Work,50000000,26199517,26199517
2/13/2009,The International,50000000,25450527,53850527
8/9/1996,Escape from L.A.,50000000,25426861,25426861
2/27/2004,Twisted,50000000,25195050,40119848
12/25/2017,All the Money in the World,50000000,25106325,56890649
12/10/2004,The Life Aquatic with Steve Zissou,50000000,24006726,34806726
8/4/1999,The Iron Giant,50000000,23159305,31333917
4/10/2019,Hellboy,50000000,21903748,53956480
4/8/2011,Your Highness,50000000,21596445,26121638
12/30/2015,Snowden,50000000,21587519,35380918
9/30/2011,Dream House,50000000,21302340,41642166
6/24/2016,Free State of Jones,50000000,20810036,23237252
9/4/2009,Gamer,50000000,20534907,42002029
2/25/2005,Man of the House,50000000,19699706,22099706
2/21/2003,The Life of David Gale,50000000,19694635,28920188
2/14/2013,Beautiful Creatures,50000000,19452138,60282876
9/30/2005,Into the Blue,50000000,18782227,41982227
9/14/2007,Eastern Promises,50000000,17181265,56077088
7/1/1994,Baby’s Day Out,50000000,16581575,16581575
11/12/1999,The Messenger: The Story of Joan of Arc,50000000,14271297,14271297
11/18/2021,King Richard,50000000,13701474,21901474
11/3/1995,Fair Game,50000000,11497497,26097497
2/25/2011,Drive Angry,50000000,10721033,41042583
11/7/1997,Mad City,50000000,10561038,10561038
10/13/1995,The Scarlet Letter,50000000,10359006,10359006
10/14/2005,Domino,50000000,10169202,23574057
10/13/1995,Jade,50000000,9812870,9812870
2/27/2009,Street Fighter: The Legend of Chun-Li,50000000,8742261,12660287
3/29/2002,Death to Smoochy,50000000,8355815,8374062
1/26/2018,Early Man,50000000,8267544,45285890
11/13/2009,The Boat That Rocked,50000000,8017467,37472651
1/30/2004,The Big Bounce,50000000,6471394,6626115
3/3/2000,What Planet Are You From?,50000000,6291602,6291602
2/1/2019,Liu Lang Di Qiu,50000000,5875487,727846450
11/1/2019,Arctic Dogs,50000000,5801249,9694569
1/31/2020,The Rhythm Section,50000000,5437971,5983043
4/17/2015,Child 44,50000000,1224330,8004221
1/23/2009,Outlander,50000000,166003,1250617
8/23/2012,Upside Down,50000000,102118,26387039
9/7/2012,Shanghai,50000000,46425,15505922
,Hannibal the Conqueror,50000000,0,0
8/8/2019,Dora and the Lost City of Gold,49000000,60477943,120597108
11/2/2001,The One,49000000,43905746,72689126
3/4/2015,Chappie,49000000,31569268,105002056
7/11/1990,The Adventures of Ford Fairlane,49000000,20423389,20423389
9/7/2012,Anna Karenina,49000000,12816367,71004627
5/24/1989,Indiana Jones and the Last Crusade,48000000,197171806,474171806
10/18/2002,The Ring,48000000,129094024,248218486
12/27/2000,Traffic,48000000,124107476,208300000
3/29/2002,Panic Room,48000000,95308367,196308367
1/2/2015,Taken 3,48000000,89256424,327656424
10/9/2019,Zombieland: Double Tap,48000000,73118130,122266018
8/6/1999,The Thomas Crown Affair,48000000,69304264,124304264
11/16/2018,Instant Family,48000000,67363237,119736188
11/5/1999,The Bone Collector,48000000,66488090,151463090
10/1/1999,Three Kings,48000000,60652036,107752036
1/22/2010,Tooth Fairy,48000000,60022256,112610386
8/17/2001,Rat Race,48000000,56607223,86607223
9/7/2007,3:10 to Yuma,48000000,53606916,71171825
8/13/2001,K-PAX,48000000,50315140,64978140
12/25/2001,Kate and Leopold,48000000,47095453,70937778
10/20/2000,Bedazzled,48000000,37879996,90376224
6/26/1998,Out of Sight,48000000,37562568,77562568
12/14/1984,The Cotton Club,48000000,25928721,25928721
11/13/2019,Charlie’s Angels,48000000,17801306,73180003
1/25/2008,Rambo,47500000,42754105,113244290
7/13/2016,The Infiltrator,47500000,15436808,22152137
6/15/1990,Dick Tracy,47000000,103738726,162738726
11/9/2016,Arrival,47000000,100546139,202863303
6/14/1996,The Cable Guy,47000000,60240295,102825796
11/19/1993,Addams Family Values,47000000,46293855,46293855
4/22/2009,Earth,47000000,32011576,116773317
10/19/2001,Riding in Cars with Boys,47000000,29781453,29781453
1/5/2007,Happily N'Ever After,47000000,15849032,37923818
11/27/2002,Solaris,47000000,14970038,14970038
6/18/2010,Jonah Hex,47000000,10547117,11022696
2/23/1996,Mary Reilly,47000000,5707094,12900000
12/23/2016,Silence,46500000,7100177,23726626
10/4/2012,Mr. Nobody,46500000,3622,22254
6/20/1997,My Best Friend's Wedding,46000000,126813153,298923419
7/20/2001,America's Sweethearts,46000000,93607673,160648493
11/22/1996,Star Trek: First Contact,46000000,92027888,150000000
5/24/2002,Insomnia,46000000,67263182,113622499
9/19/2013,Prisoners,46000000,61002302,113361720
7/12/1996,Courage Under Fire,46000000,59003384,100833145
9/17/1982,Inchon,46000000,4408636,4408636
11/5/2015,Arthur and the War of Two Worlds,45500000,347136,36180824
3/21/1997,Liar Liar,45000000,181410615,302710615
11/20/1998,A Bug's Life,45000000,162798565,363095319
9/27/2012,Taken 2,45000000,139854287,377807404
5/27/1994,The Flintstones,45000000,130531208,358500000
10/24/2003,Scary Movie 3,45000000,110000082,155200000
12/22/2000,Miss Congeniality,45000000,106807667,213420951
12/21/2017,Pitch Perfect 3,45000000,104897530,185736412
7/11/2008,Journey to the Center of the Earth,45000000,101704370,243180937
12/17/1993,The Pelican Brief,45000000,100768056,187995859
8/11/2004,The Princess Diaries 2: Royal Engagement,45000000,95149435,122071435
12/25/2007,The Bucket List,45000000,93466502,174807445
7/20/1994,The Client,45000000,92115211,117615211
11/23/2011,The Muppets,45000000,88625922,160971922
6/5/1992,Patriot Games,45000000,83287363,178100000
5/13/2005,Monster-in-Law,45000000,82931301,155931301
10/5/2001,Training Day,45000000,76261036,104505362
10/5/2016,The Girl on the Train,45000000,75395035,174278214
12/24/1999,Galaxy Quest,45000000,71423726,90523726
7/4/2001,Scary Movie 2,45000000,71277420,141189101
8/21/1998,Blade,45000000,70141876,131237688
1/14/2005,Coach Carter,45000000,67264877,76665507
3/19/2010,The Bounty Hunter,45000000,67061228,135808837
4/12/2002,Changing Lanes,45000000,66790248,66790248
4/11/1997,Anaconda,45000000,65598907,136998907
1/20/2006,Underworld: Evolution,45000000,62318875,113417762
11/22/2019,A Beautiful Day in the Neighborhood,45000000,61696436,68550222
8/4/2000,Coyote Ugly,45000000,60786269,113916474
11/7/2003,Love Actually,45000000,59472278,246821053
8/9/1996,Jack,45000000,58617334,58617334
10/7/1994,The Specialist,45000000,57362581,170362581
12/8/2016,Office Christmas Party,45000000,54767494,115097874
8/16/1996,Tin Cup,45000000,53854588,75854588
11/23/2005,Yours Mine and Ours,45000000,53359917,72359917
5/13/2005,Kicking and Screaming,45000000,52842724,55842724
4/29/2005,The Hitchhiker's Guide to the Galaxy,45000000,51019112,102746214
9/21/2007,Resident Evil: Extinction,45000000,50648679,149871103
12/25/2004,Fat Albert,45000000,48114556,48563556
7/6/2012,Savages,45000000,47323100,82513490
9/30/1994,The River Wild,45000000,46815000,94215000
5/22/2014,Blended,45000000,46290741,127990741
6/15/2016,All Eyez on Me,45000000,44922302,57697426
3/26/2021,Peter Rabbit 2: The Runaway,45000000,40391464,152550437
1/13/2006,Last Holiday,45000000,38399961,43343247
3/3/2006,16 Blocks,45000000,36895141,65595141
7/14/1995,The Indian in the Cupboard,45000000,35627222,35627222
9/10/2004,Cellular,45000000,32003620,61453420
10/31/2019,Doctor Sleep,45000000,31581712,71856239
7/28/2006,The Ant Bully,45000000,28142535,49610898
4/11/2003,Johnny English,45000000,28013509,161735791
12/14/1984,Dune,45000000,27447471,27503491
7/31/2009,Aliens in the Attic,45000000,25200412,59551283
9/14/2007,Across the Universe,45000000,24343673,29367143
12/26/2008,Revolutionary Road,45000000,22951340,79604820
8/29/2008,Babylon A.D.,45000000,22532572,70216497
12/13/2019,Richard Jewell,45000000,22345542,43100570
11/4/1994,Frankenstein,45000000,22006296,112006296
10/4/1996,The Glimmer Man,45000000,20404841,36404841
5/1/2019,UglyDolls,45000000,20150241,28363146
7/17/1996,Multiplicity,45000000,20133326,20133326
1/19/2001,The Pledge,45000000,19719930,29406132
12/16/2005,The Producers: The Movie Musical,45000000,19398532,32952995
6/7/1996,The Phantom,45000000,17220599,17220599
7/1/2005,Rebound,45000000,16809014,17492014
2/19/2010,The Ghost Writer,45000000,15541549,65532491
12/22/2000,All the Pretty Horses,45000000,15527125,18120267
9/5/2008,Bangkok Dangerous,45000000,15298133,46598133
12/20/1995,Nixon,45000000,13668249,34668249
9/7/2012,Dredd,45000000,13414714,41467606
10/28/2011,The Rum Diary,45000000,13109815,21544732
1/30/1998,Deep Rising,45000000,11203026,11203026
12/21/2018,Welcome to Marwen,45000000,10763520,13086137
11/29/2019,Bloodshot,45000000,10021787,37321081
10/21/2011,Johnny English Reborn,45000000,8406711,164640401
9/26/2008,Miracle at St. Anna,45000000,7916887,9676497
4/5/2002,Big Trouble,45000000,7262288,8488871
12/21/2006,Man cheng jin dai huang jin jia,45000000,6566773,76904429
11/16/2007,Love in the Time of Cholera,45000000,4617608,31077418
12/25/2002,Pinocchio,45000000,3681811,31681811
1/31/1997,Shadow Conspiracy,45000000,2154540,2154540
6/16/2012,Foodfight!,45000000,0,73706
11/11/2020,Hillbilly Elegy,45000000,0,38852
10/11/2012,Argo,44500000,136025503,227140757
8/6/1993,The Fugitive,44000000,183875760,353715317
5/22/1985,Rambo: First Blood Part II,44000000,150415432,300400000
10/18/1996,Sleepers,44000000,53300852,165600852
7/30/2010,Charlie St. Cloud,44000000,31206263,48478084
2/2/1996,The Juror,44000000,22730924,22730924
2/6/2014,The Interview,44000000,6105175,12342632
11/19/1980,Heaven's Gate,44000000,3484331,3484523
6/28/2013,The Heat,43000000,159581587,229727774
12/19/2000,Finding Forrester,43000000,51768623,80013623
4/14/2000,28 Days,43000000,37035515,62063972
5/13/2005,Danny the Dog,43000000,24537621,49037621
4/12/2002,The Sweetest Thing,43000000,24430272,63078756
10/25/2018,The Girl in the Spider’s Web,43000000,14828555,34983342
10/7/2016,A Monster Calls,43000000,3740823,46414530
1/28/2011,The Mechanic,42500000,29121498,76347393
6/30/1993,The Firm,42000000,158340892,270340892
3/14/2012,21 Jump Street,42000000,138447667,202812429
5/28/1999,Notting Hill,42000000,116089678,363718196
12/25/2019,Little Women,42000000,108095955,218895434
6/21/2000,Chicken Run,42000000,106793915,227793915
1/16/2004,Along Came Polly,42000000,88073507,173044410
7/1/1992,Boomerang,42000000,70052444,131052444
7/10/2009,Brüno,42000000,60054530,138708527
6/12/2063,Cleopatra,42000000,57000000,71000000
5/12/2017,Snatched,42000000,45852178,57852177
10/10/2012,Here Comes the Boom,42000000,45290318,73239258
4/5/2002,High Crimes,42000000,41543207,63781100
11/15/1996,The Mirror Has Two Faces,42000000,41267469,41267469
3/11/2011,Red Riding Hood,42000000,37662162,91678442
1/25/2002,The Mothman Prophecies,42000000,35228696,56438555
7/14/1989,Licence to Kill,42000000,34667015,156167015
12/20/2018,Holmes & Watson,42000000,30568743,41926605
1/27/2012,One for the Money,42000000,26414527,36197221
3/9/2001,15 Minutes,42000000,24375436,56331864
9/16/2005,Lord of War,42000000,24149632,60437727
5/28/1993,Super Mario Bros.,42000000,20844907,20844907
10/2/1992,Hero,42000000,19487173,66787173
1/27/2012,Man on a Ledge,42000000,18620000,49621440
12/3/2010,The Warrior's Way,42000000,5666340,8514325
4/18/1997,McHale's Navy,42000000,4408420,4408420
5/28/2010,Micmacs,42000000,1259693,18821576
,Les Bronzés 3: amis pour la vie,42000000,0,83833602
4/10/2015,Pourquoi j'ai pas mangé mon père,42000000,0,15451663
11/8/2002,8 Mile,41000000,116724075,245768384
5/24/2019,Rocketman,41000000,96368160,192137020
5/11/2001,A Knight’s Tale,41000000,56083966,100622586
8/22/2003,The Medallion,41000000,22108977,22108977
10/14/2011,The Big Year,41000000,7204138,7684524
1/21/2022,The King’s Daughter,40500000,0,0
1/15/1999,The Sixth Sense,40000000,293506292,672806292
7/15/2005,Wedding Crashers,40000000,209218368,283218368
6/11/2010,The Karate Kid,40000000,176591618,351774938
5/15/2019,John Wick: Chapter 3 — Parabellum,40000000,171016727,325674995
2/11/2015,Fifty Shades of Grey,40000000,166167230,570794950
11/27/2019,Knives Out,40000000,165364060,312952178
6/19/2009,The Proposal,40000000,163958031,314709717
12/12/2013,American Hustle,40000000,150098456,257858943
12/25/2003,Cheaper by the Dozen,40000000,138614544,190212113
7/25/2014,Lucy,40000000,126573960,457507776
12/25/2013,Lone Survivor,40000000,125095601,149804632
11/22/1989,Back to the Future Part II,40000000,118450002,331971881
9/24/1999,Double Jeopardy,40000000,116735231,177835231
7/25/2003,Spy Kids 3-D: Game Over,40000000,111760631,167851995
7/24/1996,A Time to Kill,40000000,108766007,152266007
7/1/1992,A League of Their Own,40000000,107533925,132440066
6/9/2016,The Conjuring 2: The Enfield Poltergeist,40000000,102470008,310201399
10/1/2010,The Social Network,40000000,96962694,224922135
8/7/2009,Julie & Julia,40000000,94125426,131516178
2/6/2009,He's Just Not That Into You,40000000,93953653,181053657
2/9/2017,John Wick: Chapter Two,40000000,92029184,171317271
1/14/2016,Ride Along 2,40000000,90862685,124827316
4/14/2006,Scary Movie 4,40000000,90710620,178710620
3/26/2015,Get Hard,40000000,90411453,111711453
2/4/2000,Scream 3,40000000,89138076,161838076
